vivienda_id;cantidad;fecha_y_hora
1133;2;01/07/2023 19:34
1133;4;01/07/2023 18:07
1133;3;01/07/2023 14:33
1133;1;01/07/2023 12:29
1133;3;01/07/2023 10:55
1133;0;30/06/2023 19:03
1133;1;30/06/2023 17:39
1133;0;26/06/2023 13:15
1133;1;26/06/2023 12:27
1133;0;25/06/2023 20:07
1133;4;25/06/2023 13:13
1133;6;25/06/2023 12:25
1133;7;25/06/2023 12:01
1133;6;25/06/2023 11:49
1133;3;25/06/2023 11:01
1133;0;18/06/2023 13:20
1133;2;18/06/2023 12:18
1133;0;17/06/2023 20:49
1133;0;17/06/2023 20:45
1133;1;17/06/2023 20:45
1133;2;17/06/2023 20:45
1133;3;17/06/2023 20:45
1133;4;17/06/2023 19:05
1133;2;17/06/2023 18:40
1134;0;19/07/2023 14:59
1134;1;19/07/2023 14:47
1134;0;17/07/2023 14:53
1134;1;17/07/2023 14:40
1134;0;14/07/2023 20:35
1134;1;14/07/2023 20:31
1134;2;14/07/2023 20:03
1134;1;14/07/2023 19:52
1134;0;10/07/2023 20:44
1134;1;10/07/2023 20:38
1134;2;10/07/2023 20:25
1134;1;10/07/2023 20:15
1134;0;26/06/2023 20:41
1134;1;26/06/2023 20:40
1134;2;26/06/2023 20:39
1134;3;26/06/2023 20:11
1134;2;26/06/2023 20:08
1134;0;25/06/2023 14:00
1134;2;25/06/2023 13:52
1134;0;24/06/2023 20:05
1134;6;24/06/2023 17:08
1134;5;24/06/2023 16:54
1134;4;24/06/2023 16:50
1134;3;24/06/2023 16:50
1134;2;24/06/2023 16:30
1134;0;17/06/2023 15:04
1134;1;17/06/2023 15:04
1134;2;17/06/2023 14:42
1134;0;16/06/2023 19:24
1134;1;16/06/2023 19:24
1134;2;16/06/2023 18:51
1134;1;16/06/2023 18:44
1134;0;16/06/2023 17:19
1134;1;16/06/2023 17:15
1134;0;16/06/2023 14:06
1134;2;16/06/2023 13:36
1134;0;15/06/2023 17:42
1134;1;15/06/2023 17:33
1134;0;13/06/2023 15:09
1134;1;13/06/2023 14:51
1134;0;11/06/2023 14:27
1134;1;11/06/2023 14:11
1134;2;11/06/2023 13:55
1134;0;10/06/2023 15:44
1134;1;10/06/2023 15:14
1134;2;10/06/2023 15:03
1134;0;09/06/2023 20:42
1134;1;09/06/2023 20:38
1141;0;19/07/2023 14:10
1141;1;19/07/2023 13:06
1141;0;16/07/2023 14:11
1141;1;16/07/2023 13:21
1141;0;14/07/2023 14:17
1141;1;14/07/2023 12:55
1141;0;12/07/2023 14:12
1141;1;12/07/2023 13:06
1141;0;10/07/2023 12:48
1141;1;10/07/2023 11:46
1141;0;09/07/2023 20:46
1141;1;09/07/2023 19:14
1141;0;08/07/2023 14:11
1141;1;08/07/2023 13:03
1142;0;13/07/2023 20:27
1142;1;13/07/2023 20:25
1142;2;13/07/2023 12:45
1142;0;12/07/2023 20:35
1142;1;12/07/2023 20:33
1142;2;12/07/2023 11:45
1142;0;11/07/2023 14:43
1142;0;05/07/2023 13:32
1142;1;05/07/2023 12:46
1142;0;29/06/2023 20:24
1142;2;29/06/2023 19:35
1142;1;29/06/2023 19:07
1142;3;29/06/2023 17:56
1142;0;28/06/2023 14:14
1142;2;28/06/2023 13:35
1142;0;27/06/2023 20:36
1142;1;27/06/2023 20:34
1142;2;27/06/2023 12:37
1142;0;26/06/2023 14:27
1142;2;26/06/2023 13:56
1142;0;25/06/2023 14:04
1142;2;25/06/2023 13:06
1142;1;25/06/2023 13:06
1142;0;21/06/2023 20:41
1142;1;21/06/2023 20:41
1142;2;21/06/2023 13:51
1142;0;17/06/2023 18:11
1143;0;21/07/2023 20:28
1143;1;21/07/2023 19:56
1143;0;13/07/2023 18:29
1143;1;13/07/2023 17:10
1143;3;13/07/2023 17:07
1143;1;13/07/2023 16:54
1143;0;13/07/2023 15:52
1143;1;13/07/2023 15:08
1143;0;13/07/2023 15:06
1143;2;13/07/2023 14:54
1143;1;13/07/2023 14:48
1143;0;12/07/2023 18:57
1143;1;12/07/2023 17:18
1143;0;12/07/2023 15:16
1143;1;12/07/2023 14:43
1143;3;12/07/2023 14:32
1143;1;12/07/2023 13:47
1143;0;11/07/2023 20:17
1143;1;11/07/2023 18:32
1143;0;11/07/2023 18:07
1143;1;11/07/2023 16:57
1143;0;11/07/2023 14:56
1143;1;11/07/2023 14:40
1143;3;11/07/2023 14:27
1143;1;11/07/2023 13:55
1143;0;10/07/2023 20:26
1143;1;10/07/2023 19:18
1143;0;10/07/2023 16:56
1143;0;10/07/2023 14:39
1143;2;10/07/2023 14:20
1143;0;10/07/2023 14:02
1143;0;09/07/2023 15:24
1143;3;09/07/2023 15:06
1143;1;09/07/2023 14:56
1143;3;09/07/2023 14:42
1143;1;09/07/2023 14:14
1143;0;08/07/2023 20:45
1143;1;08/07/2023 20:44
1143;2;08/07/2023 20:43
1143;3;08/07/2023 20:43
1143;4;08/07/2023 20:20
1143;3;08/07/2023 19:32
1143;2;08/07/2023 19:22
1143;3;08/07/2023 19:01
1143;2;08/07/2023 17:33
1143;3;08/07/2023 17:05
1143;2;08/07/2023 16:11
1143;0;08/07/2023 15:15
1143;1;08/07/2023 14:58
1143;2;08/07/2023 14:40
1143;3;08/07/2023 14:22
1143;2;08/07/2023 14:18
1143;1;08/07/2023 13:46
1143;0;07/07/2023 20:10
1143;1;07/07/2023 19:47
1143;0;07/07/2023 15:11
1143;1;07/07/2023 15:05
1143;3;07/07/2023 14:52
1143;5;07/07/2023 14:43
1143;3;07/07/2023 14:35
1143;2;07/07/2023 14:08
1143;0;06/07/2023 15:42
1143;1;06/07/2023 14:50
1143;3;06/07/2023 14:45
1143;5;06/07/2023 14:38
1143;3;06/07/2023 14:13
1143;1;06/07/2023 12:30
1143;0;05/07/2023 20:38
1143;1;05/07/2023 15:00
1143;2;05/07/2023 14:45
1143;1;05/07/2023 14:34
1143;3;05/07/2023 14:14
1143;1;05/07/2023 13:10
1144;0;12/07/2023 20:35
1144;1;12/07/2023 20:33
1144;2;12/07/2023 20:32
1144;3;12/07/2023 19:35
1144;0;10/07/2023 20:44
1144;1;10/07/2023 20:38
1144;2;10/07/2023 20:35
1144;3;10/07/2023 19:36
1144;2;10/07/2023 19:35
1144;0;09/07/2023 20:46
1144;1;09/07/2023 20:41
1144;2;09/07/2023 18:42
1144;0;08/07/2023 19:59
1144;2;08/07/2023 19:25
1144;0;05/07/2023 20:38
1144;1;05/07/2023 20:30
1144;2;05/07/2023 20:23
1144;0;03/07/2023 20:42
1144;1;03/07/2023 20:00
1144;0;10/06/2023 20:29
1144;1;10/06/2023 20:29
1144;2;10/06/2023 20:29
1144;3;10/06/2023 20:29
1144;4;10/06/2023 20:29
1144;5;10/06/2023 19:47
1144;1;10/06/2023 13:03
1144;0;09/06/2023 20:43
1144;1;09/06/2023 20:43
1144;2;09/06/2023 20:43
1144;3;09/06/2023 20:43
1144;4;09/06/2023 20:32
1211;0;21/07/2023 20:28
1211;1;21/07/2023 20:25
1211;2;21/07/2023 19:54
1211;0;20/07/2023 20:42
1211;1;20/07/2023 19:58
1211;0;19/07/2023 14:02
1211;1;19/07/2023 13:49
1211;0;17/07/2023 13:11
1211;1;17/07/2023 12:57
1211;0;16/07/2023 13:35
1211;2;16/07/2023 13:29
1211;0;14/07/2023 14:36
1211;1;14/07/2023 14:21
1211;0;12/07/2023 20:17
1211;1;12/07/2023 19:15
1211;0;12/07/2023 15:11
1211;0;12/07/2023 14:37
1211;0;11/07/2023 14:24
1211;2;11/07/2023 13:37
1211;1;11/07/2023 13:37
1211;0;30/06/2023 15:20
1211;0;25/06/2023 20:46
1211;0;25/06/2023 20:45
1211;1;25/06/2023 12:05
1211;0;24/06/2023 20:31
1211;2;24/06/2023 13:53
1211;3;24/06/2023 13:47
1211;2;24/06/2023 13:19
1211;3;24/06/2023 13:13
1211;2;24/06/2023 12:30
1211;3;24/06/2023 12:16
1211;2;24/06/2023 12:16
1212;0;19/07/2023 14:36
1212;2;19/07/2023 11:26
1212;0;18/07/2023 20:16
1212;1;18/07/2023 20:11
1212;2;18/07/2023 18:12
1212;0;18/07/2023 14:41
1212;1;18/07/2023 14:05
1212;0;17/06/2023 14:14
1212;1;17/06/2023 14:14
1212;2;17/06/2023 14:01
1212;3;17/06/2023 14:01
1212;4;17/06/2023 13:25
1213;0;22/07/2023 13:55
1213;1;22/07/2023 13:37
1213;0;20/07/2023 14:03
1213;1;20/07/2023 13:48
1213;0;19/07/2023 15:24
1213;1;19/07/2023 15:08
1213;3;19/07/2023 14:55
1213;2;19/07/2023 14:55
1213;1;19/07/2023 14:55
1213;2;19/07/2023 14:29
1213;0;18/07/2023 14:30
1213;2;18/07/2023 14:19
1213;3;18/07/2023 14:03
1213;0;17/07/2023 20:28
1213;1;17/07/2023 20:25
1213;2;17/07/2023 13:46
1213;4;17/07/2023 13:05
1213;0;16/07/2023 14:10
1213;1;16/07/2023 13:40
1213;0;15/07/2023 14:13
1213;2;15/07/2023 13:51
1213;0;13/07/2023 14:49
1213;4;13/07/2023 13:55
1213;2;13/07/2023 13:27
1213;0;12/07/2023 14:07
1213;3;12/07/2023 13:05
1213;0;09/07/2023 14:40
1213;2;09/07/2023 14:26
1213;3;09/07/2023 14:07
1213;0;08/07/2023 15:18
1213;1;08/07/2023 14:20
1213;2;08/07/2023 14:03
1213;0;06/07/2023 14:31
1213;1;06/07/2023 14:30
1213;2;06/07/2023 13:52
1213;0;05/07/2023 15:41
1213;1;05/07/2023 14:12
1213;2;05/07/2023 14:00
1213;0;04/07/2023 14:52
1213;2;04/07/2023 14:38
1213;0;03/07/2023 14:54
1213;2;03/07/2023 14:25
1213;0;02/07/2023 15:44
1213;0;02/07/2023 14:40
1213;2;02/07/2023 14:23
1213;0;27/06/2023 16:31
1213;1;27/06/2023 16:11
1213;0;23/06/2023 20:34
1213;0;23/06/2023 20:06
1213;1;23/06/2023 19:19
1213;0;23/06/2023 18:34
1213;0;15/06/2023 20:22
1213;1;15/06/2023 17:29
1213;0;09/06/2023 14:13
1213;2;09/06/2023 13:58
1213;3;09/06/2023 13:13
1213;0;04/06/2023 17:33
1213;2;04/06/2023 16:36
1213;0;03/06/2023 20:38
1213;2;03/06/2023 19:48
1213;3;03/06/2023 19:10
1213;2;03/06/2023 18:55
1213;1;03/06/2023 18:41
1213;0;03/06/2023 14:38
1213;2;03/06/2023 14:20
1213;1;03/06/2023 14:14
1213;0;02/06/2023 18:46
1213;2;02/06/2023 18:13
1213;4;02/06/2023 17:28
1213;3;02/06/2023 16:37
1213;1;02/06/2023 15:47
1213;2;02/06/2023 15:47
1213;1;02/06/2023 15:47
1214;0;22/07/2023 20:06
1214;1;22/07/2023 19:55
1214;2;22/07/2023 18:56
1214;1;22/07/2023 18:36
1214;0;21/07/2023 19:25
1214;1;21/07/2023 19:00
1214;0;18/07/2023 20:16
1214;1;18/07/2023 20:11
1214;2;18/07/2023 20:09
1214;3;18/07/2023 17:19
1221;0;16/07/2023 20:35
1221;1;16/07/2023 20:33
1221;2;16/07/2023 20:22
1221;0;16/07/2023 14:47
1221;2;16/07/2023 14:16
1221;1;16/07/2023 13:14
1221;0;14/07/2023 20:35
1221;1;14/07/2023 20:31
1221;2;14/07/2023 20:14
1221;0;14/07/2023 14:10
1221;2;14/07/2023 13:45
1221;3;14/07/2023 13:40
1221;0;13/07/2023 14:41
1221;1;13/07/2023 13:33
1221;0;12/07/2023 18:55
1221;1;12/07/2023 18:39
1221;2;12/07/2023 18:22
1221;0;06/07/2023 19:18
1221;2;06/07/2023 18:50
1221;1;06/07/2023 17:26
1221;0;05/07/2023 20:39
1221;1;05/07/2023 20:14
1221;0;04/07/2023 20:24
1221;2;04/07/2023 19:36
1221;0;03/07/2023 20:02
1221;2;03/07/2023 19:35
1221;0;17/06/2023 20:46
1221;1;17/06/2023 20:46
1221;2;17/06/2023 20:09
1221;0;17/06/2023 15:18
1221;1;17/06/2023 14:27
1221;0;16/06/2023 18:35
1221;1;16/06/2023 14:32
1221;2;16/06/2023 14:24
1221;1;16/06/2023 13:15
1222;0;20/07/2023 14:30
1222;2;20/07/2023 14:03
1222;0;14/07/2023 20:35
1222;1;14/07/2023 20:32
1222;2;14/07/2023 20:20
1222;0;08/07/2023 20:45
1222;1;08/07/2023 20:44
1222;2;08/07/2023 20:03
1222;0;04/07/2023 20:40
1222;1;04/07/2023 20:39
1222;2;04/07/2023 20:05
1222;0;01/07/2023 20:18
1222;1;01/07/2023 20:18
1222;2;01/07/2023 20:10
1222;0;30/06/2023 20:43
1222;1;30/06/2023 20:43
1222;2;30/06/2023 19:19
1222;0;06/06/2023 16:00
1222;3;06/06/2023 15:33
1223;0;17/07/2023 20:35
